Name,Address,RATING,CURRENT,RISK
LA BUVETTE,511 S 11 ST,STANDARD,11/5/2018,HIGH
La Cabana (Mobile),4835 S 24th St,STANDARD,7/24/2018,MEDIUM
LA CABANA D FRANKO II,4835 S 24 ST,STANDARD,10/22/2018,HIGH
LA CABANITA TACO TRUCK (MOBILE),4835 S 24 ST,EXCELLENT,4/19/2018,MEDIUM
La Casa Pizzaria,4432 Leavenworth,STANDARD,11/28/2018,HIGH
La Casa Pizzaria (Mobile),4432 Leavenworth,EXCELLENT,6/1/2018,MEDIUM
La Casa West,8216 Grover,EXCELLENT,8/28/2018,HIGH
La Casa West,610 S 168 St,STANDARD,,HIGH
La Casita Restaurant,1328 Park AVE,FAIR,10/31/2018,HIGH
La Chiquita Restaurant,2322 S 20 St,STANDARD,12/5/2018,HIGH
La Chiquita Mobile,2322 S 20 St,STANDARD,,MEDIUM
LA CHIRIPA,1920 VINTON ST,EXCELLENT,10/11/2018,HIGH
LA CHIRIPA (MOBILE)1,1920 VINTON ST,FAIR,3/9/2018,MEDIUM
LA CHIRIPA (MOBILE)2,1920 VINTON ST,FAIR,,MEDIUM
La Choza Restaurante LLC,5133 S 25th ST,FAIR,7/6/2018,HIGH
LA COCINITA,346 N 76 ST,STANDARD,,HIGH
La Economica,5520 S 36th ST,STANDARD,11/19/2018,LOW
La Esmeralda Bakery,3215 Q St Ste A & B,STANDARD,12/31/2018,MEDIUM
LA FOGATA,4623 S 33 ST,FAIR,7/5/2018,HIGH
LA GUERA,4233 S 24 ST,FAIR,8/23/2018,HIGH
La Mesa,15825 W Maple RD,EXCELLENT,12/11/2018,HIGH
La Mesa Mexican Restaurant,11002 Emmet St Ste 112,EXCELLENT,12/20/2018,HIGH
La Mesa Mexican Restaurant,5055 S 155th ST,STANDARD,9/27/2018,HIGH
La Mexicana Y Mas, 1603 Vinton ST Omaha,STANDARD,11/13/2018,HIGH
LA POLAR,3203 LEAVENWORTH ST,STANDARD,7/26/2018,MEDIUM
LA PURISIMO,5204 S 28 ST,EXCELLENT,11/30/2018,HIGH
La Quinta Inn #1000,10760 M ST,STANDARD,3/27/2018,MEDIUM
La Quinta Inn #811,3330 N 104th,EXCELLENT,3/2/2018,MEDIUM
Laka Lono,1204 Howard ST,STANDARD,11/30/2018,MEDIUM
LALIBELA ETHIOPIAN RESTAURANT,4422 CASS ST,EXCELLENT,10/10/2018,HIGH
Landing Zone,7170 BENNINGTON RD,EXCELLENT,9/4/2018,MEDIUM
LANSKY'S,4601 S 50 ST,STANDARD,1/16/2019,HIGH
LAOS THAI MARKET,4520 S 24 ST,STANDARD,7/24/2018,HIGH
LASTING HOPE RECOVERY CENTER,415 S 25 AVE,STANDARD,4/18/2018,MEDIUM
LATINO LEGACY,7755 L ST - RALSTON,EXCELLENT,10/4/2018,HIGH
Laura Dodge Elementary,3520 Maplewood,EXCELLENT,9/7/2018,HIGH
LAURA'S FAMOUS EGG ROLLS,7515 PACIFIC ST,EXCELLENT,4/17/2018,MEDIUM
LAUREN BETH'S POPCORN (MOBILE),13760 Millard Ave,EXCELLENT,6/28/2018,MEDIUM
LAURITZEN OUTPATIENT CENTER,4014 LEAVENWORTH ST,EXCELLENT,11/6/2018,MEDIUM
LayLay Asian Market,4236 Redman Ave,EXCELLENT,10/9/2018,MEDIUM
Lazlos Brewery and Grill,2425 S 192 AVE,EXCELLENT,10/30/2018,HIGH
LE BOUILLON,1017 HOWARD ST,STANDARD,9/19/2018,HIGH
Le Peep Restaurant, 6920 Pacific St,STANDARD,10/19/2018,HIGH
Le Peep Restaurant,559 N 155th Plz,EXCELLENT,11/13/2018,HIGH
LE PEEP RESTAURANT,17660 WRIGHT ST #20,EXCELLENT,11/13/2018,HIGH
Le Peep Restaurant @ Northpark, 2012 N 117th Ave.,EXCELLENT,9/27/2018,HIGH
Le Petit Paris LLC,567 N 155th Plaza,EXCELLENT,10/17/2018,MEDIUM
Le Quartier Baking Company,5026 Underwood AVE,EXCELLENT,7/6/2018,LOW
LE VOLTAIRE INC,569 N 155 PLAZA,EXCELLENT,11/15/2018,HIGH
LEADBELLY,3201 FARNAM ST STE 6101,STANDARD,9/17/2018,HIGH
LEAVENWORTH BAR,4556 LEAVENWORTH ST,EXCELLENT,2/1/2018,LOW
LeBlanc's BBQ Cajun & More (mobile) ,4150 S 144th,EXCELLENT,9/14/2018,HIGH
Lefty's O'Tooles,1310 Mike Fahey St,EXCELLENT,9/26/2018,LOW
LEGACY GYROS,16920 WRIGHT PLZ STE 114,EXCELLENT,11/20/2018,HIGH
Legend Comics and Coffee,5207 Leavenworth ST,EXCELLENT,2/26/2018,MEDIUM
LEGENDS PATIO BAR & GRILL,6910 N 102 CIR,STANDARD,10/24/2018,HIGH
Legends Patio Grill & Bar-Aksarben, 6920 Pacific St,FAIR,10/10/2018,HIGH
LEMON DROP BAR & GRILL,5423 S 36 ST,STANDARD,1/10/2019,HIGH
LEO'S DINER,6055 MAPLE ST,STANDARD,7/10/2018,HIGH
LeQuartier Baking Company,8706 Countryside Plaza,EXCELLENT,6/5/2018,MEDIUM
LEWIS AND CLARK JR HIGH,6901 BURT ST,SUPERIOR,11/9/2018,HIGH
LIBERTY ELEMENTARY,2021 ST MARYS AVE,SUPERIOR,9/27/2018,HIGH
LIBRARY PUB,5142 N 90 ST,STANDARD,12/6/2017,LOW
Life Style, 2910 K St,STANDARD,11/14/2018,MEDIUM
Life Time Fitness,17007 Elm Plaza,EXCELLENT,12/27/2018,HIGH
Lifegate Christian School,15555 W Dodge Rd,EXCELLENT,11/2/2018,HIGH
Life's Sweeter Side,5801 Oak Hills Dr,EXCELLENT,11/29/2018,MEDIUM
LIGHTHOUSE BAR & GRILL,15676 W MAPLE RD,STANDARD,9/11/2018,HIGH
LIGHTHOUSE PIZZA,1004 S 74 PLZ,STANDARD,1/15/2019,HIGH
Lighthouse Pizza,1170 Capitol Ave,STANDARD,10/2/2018,HIGH
LIL WILLY'S CATERING,3614 S 61 AVE CIR,EXCELLENT,8/10/2018,HIGH
Lina's Mexican Restaurant,5832 S 144th ST,STANDARD,1/19/2019,HIGH
Lina's Restaurant III LLC,2201 N 90th ST,EXCELLENT,7/17/2018,HIGH
LITHUANIAN BAKERY,5217 S 33,STANDARD,12/31/2018,MEDIUM
LITHUANIAN BAKERY,7427 PACIFIC ST,STANDARD,7/20/2018,MEDIUM
Little Caesars,4004 N 132ND ST,EXCELLENT,12/31/2018,MEDIUM
Little Caesars,2221 N 90th,EXCELLENT,8/20/2018,MEDIUM
Little Caesars,18111 Q St Ste 101,STANDARD,11/8/2018,MEDIUM
Little Caesar's Pizza,15619 W Dodge RD,EXCELLENT,1/15/2019,MEDIUM
Little Caesar's Pizza,2925 K St S A,EXCELLENT,4/13/2018,MEDIUM
Little Caesar's Pizza,8208 Harrison ST,STANDARD,9/6/2018,MEDIUM
Little Caesar's Pizza,13909 R Plz,STANDARD,9/11/2018,MEDIUM
Little Ceasars Pizza,8411 W Center,STANDARD,11/5/2018,MEDIUM
Little Cesars,7446 N 30th ST,STANDARD,5/11/2018,MEDIUM
Little Cesars Pizza,637 Saddle Creek DR,STANDARD,8/27/2018,MEDIUM
Little King,5055 S 108th,EXCELLENT,3/14/2018,MEDIUM
Little King,508 S 12th ST,STANDARD,11/13/2018,HIGH
Little King,5490 N 90th ST,STANDARD,7/16/2018,MEDIUM
Little King,330 N 114th ST,STANDARD,8/27/2018,MEDIUM
Little King Restaurant,14005 Q ST,FAIR,9/11/2018,MEDIUM
LITTLE POLONIA BAR,3804 Q ST,EXCELLENT,6/5/2017,LOW
LIV LOUNGE,2279 S 67 ST,EXCELLENT,3/7/2018,LOW
LIVESTOCK EXCHANGE BUILDING,4920 S 30 ST,EXCELLENT,9/15/2018,HIGH
Lo Sole Mio,3001 S 32nd AVE,EXCELLENT,10/10/2018,HIGH
LOCAL BEER PATIO & KITCHEN,4909 S 135th ST STE 101,EXCELLENT,1/14/2019,HIGH
LOCAL BEER  PATIO & KITCHEN ,902 DODGE ST,EXCELLENT,10/12/2018,HIGH
LOMBARDO'S BISTRO & BAR,13110 BIRCH ST STE 100,EXCELLENT,9/5/2018,HIGH
LONCHERIA NERI (MOBILE UNIT),6621 RAILROAD AVE,FAIR,2/23/2018,MEDIUM
Long John Silver's,5023 S 108th ST,EXCELLENT,12/11/2018,MEDIUM
Long John Silver's,4440 Dodge ST,STANDARD,12/19/2018,MEDIUM
Long John Silver's,4820 L ST,EXCELLENT,3/8/2018,MEDIUM
Longhorn Steakhouse #5401,3040 S 143rd Plaza,EXCELLENT,8/30/2018,HIGH
LongHorn Steakhouse #5422,7425 Dodge St Ste 103,EXCELLENT,12/12/2018,HIGH
Lonnell's Southern Delights,3112 N 16th,EXCELLENT,9/12/2018,HIGH
Lookout Lounge,320 S 72 ST,STANDARD,8/17/2018,LOW
Los Portales,2614 S 13th ST,EXCELLENT,10/15/2018,HIGH
Lothrop Elementary,3300 N Lothrop ST,EXCELLENT,9/4/2018,HIGH
Lothrop Social Hall,3232 N 24th ST,STANDARD,6/22/2018,LOW
Louie M's,1718 Vinton ST,FAIR,1/14/2019,HIGH
Loveland Elementary,8100 Pacific,SUPERIOR,8/27/2018,HIGH
Love's Jazz & Art Center,2510 N 24th ST,EXCELLENT,10/6/2017,LOW
Love's Travel Stop #631,26120 E Meigs ST,EXCELLENT,6/22/2018,MEDIUM
Lutfi's Fried Fish,2822 N 88th St,EXCELLENT,12/19/2018,HIGH
M V P Lounge & Grill,5434 S 99th,STANDARD,9/12/2018,HIGH
Madonna Rehabilitation Hospital Omaha,17500 Burke ST,EXCELLENT,1/18/2019,HIGH
Madonna School,6402 N 71st Plaza,STANDARD,11/6/2018,MEDIUM
Magnolia Hotel,1615 Howard St,EXCELLENT,8/27/2018,HIGH
Maharaja Indian Cuisine, 617 N 114th St,STANDARD,12/4/2018,HIGH
Mahogany Prime,13665 California ST,EXCELLENT,8/14/2018,HIGH
Mai Thai,14618 W Center RD,FAIR,10/5/2018,HIGH
Mai Thai 2,2279 67th St Ste B,FAIR,10/31/2018,HIGH
Mai Thai Express,9939 REDICK AVE,FAIR,1/24/2019,HIGH
Main St Café,7614 Main St (Ralston),STANDARD,9/26/2018,HIGH
Majestic Cinema,14304 W Maple RD,EXCELLENT,11/26/2018,HIGH
Malara's Italian Restaurant,2123 Pierce,STANDARD,1/18/2019,HIGH
Maloney's Irish Pub,1830 N 72nd ST,EXCELLENT,10/24/2018,LOW
Mama's Pizza,715 N Saddle Creek RD,EXCELLENT,8/31/2018,HIGH
Mama's Pizza West,15615 Pacific ST,STANDARD,1/23/2019,HIGH
Manchester Elementary School,2750 N HWS Cleveland BLVD,SUPERIOR,10/18/2018,HIGH
Mandarin Express,210 S 16th,EXCELLENT,7/30/2018,HIGH
MANGELSEN'S,3457 S 84 ST,EXCELLENT,3/19/2018,LOW
MANGIA ITALIANA,6516 IRVINGTON RD,EXCELLENT,10/31/2018,HIGH
Manhattan Deli,222 S 19 ST,EXCELLENT,10/23/2018,HIGH
Manny's Grocery Store,4644 Dodge St,STANDARD,6/19/2018,MEDIUM
MANTRA BAR & GRILLE,6913 MAPLE ST,EXCELLENT,11/29/2018,HIGH
MAPLE RIDGE ADULT LIVING,3525 N 167 CIR,EXCELLENT,9/24/2018,HIGH
MAPLEWOOD LANES,3030 N 101 ST,EXCELLENT,1/9/2019,HIGH
MAR CAFE,4646 DODGE,EXCELLENT,8/9/2018,HIGH
Marco's Pizza,16718 Harrison St,STANDARD,4/11/2018,MEDIUM
MARCO'S PIZZA,1904 N 168 ST,STANDARD,8/13/2018,MEDIUM
Maresco Italian Market,2821 S 108th ST,EXCELLENT,7/26/2018,HIGH
Margaritas Mexican Food,4915 S 72nd ST,STANDARD,11/19/2018,HIGH
Maria Bonita Food Truck,2202 S 20th St,EXCELLENT,5/5/2018,MEDIUM
Marian High School,7400 Military Ave,STANDARD,,HIGH
MARIA'S,7630 BURLINGTON-RALSTON,STANDARD,8/17/2018,HIGH
MARIA'S,7300 Q ST-RALSTON ARENA,EXCELLENT,9/20/2018,HIGH
Marie Sandoz Elementary,5959 OAK HILLS DR,SUPERIOR,8/28/2018,HIGH
Mari's Fruit & Vegetables,2410 S 13th ST,FAIR,1/24/2019,MEDIUM
Market Basket,2501 S 90 ST STE 126,FAIR,8/6/2018,HIGH
Marks,4916 Underwood AVE,EXCELLENT,9/17/2018,HIGH
Marlybone Tavern,3710 Leavenworth,STANDARD,9/11/2018,HIGH
Marriott Courtyard Aksarben Village,1625 S 67 ST,EXCELLENT,3/6/2018,MEDIUM
Marrs Elementary,5619 S 19th,SUPERIOR,10/16/2018,HIGH
Maru Sushi Korean Grill,5032 S 108th St,STANDARD,11/16/2018,HIGH
Mary Our Queen School,3405 S 119th,SUPERIOR,11/14/2018,HIGH
MARY'S RESTAURANT,3916 L ST,STANDARD,9/27/2018,HIGH
Mary's Tortilleria,3302 Q St,STANDARD,1/3/2019,HIGH
Masarap, 6610 S 168 St,STANDARD,10/23/2018,HIGH
Maui Wowi (Mobile), 7614 Main St,EXCELLENT,7/20/2018,MEDIUM
MAX (THE),1417 JACKSON ST,EXCELLENT,8/14/2018,LOW
MAXIMOS CANTINA,2613 N MAIN ST ELKHORN,EXCELLENT,10/9/2018,HIGH
Maya's,3302 Q St,EXCELLENT,10/24/2018,HIGH
Mayne St Market,6207 Maple St,EXCELLENT,10/1/2018,HIGH
McAlisters Deli,603 S 72nd St,STANDARD,10/15/2018,HIGH
MCALISTER'S DELI,12405 W CENTER RD,EXCELLENT,9/19/2018,MEDIUM
McDonald's,12850 L ST,EXCELLENT,12/5/2018,MEDIUM
McDonald's,9009 Old Military RD,EXCELLENT,1/23/2019,MEDIUM
McDonald's,122 S 40th ST,EXCELLENT,3/12/2018,MEDIUM
McDonald's,11330 W Dodge RD,EXCELLENT,4/2/2018,MEDIUM
McDonald's,3575 N 168th CT,EXCELLENT,5/14/2018,MEDIUM
McDonald's,14449 W Center RD,EXCELLENT,5/17/2018,MEDIUM
McDonald's,2410 Cuming St,STANDARD,5/21/2018,MEDIUM
McDonald's,3805 N 132nd,EXCELLENT,6/12/2018,MEDIUM
McDonald's,2760 S 13th,EXCELLENT,6/25/2018,MEDIUM
McDonald's,13708 Q ST,EXCELLENT,7/5/2018,MEDIUM
McDonald's,3404 N 108th,EXCELLENT,7/20/2018,MEDIUM
McDonald's,4635 N 72nd,EXCELLENT,7/23/2018,MEDIUM
McDonald's,4404 N 30th ST,EXCELLENT,7/24/2018,MEDIUM
McDonald's,3909 S 42nd,EXCELLENT,7/26/2018,MEDIUM
McDonald's,7717 Dodge,EXCELLENT,8/1/2018,MEDIUM
McDonald's,3606 S 84th ST,EXCELLENT,8/2/2018,MEDIUM
McDonald's,7400 N 30th St,EXCELLENT,8/6/2018,MEDIUM
McDonald's,10777 Q ST,EXCELLENT,8/22/2018,MEDIUM
McDonald's,17805 Welch PL,STANDARD,11/6/2018,MEDIUM
McDonald's #38180,1925 N 72nd St,EXCELLENT,11/13/2018,MEDIUM
McDonald's at Ridgeview,18320 Wright ST,EXCELLENT,12/3/2018,MEDIUM
McMillan Jr High School,3802 Redick,EXCELLENT,11/6/2018,HIGH
MEADOWS SCHOOL,9225 BERRY ST,SUPERIOR,10/25/2018,HIGH
MEDITERRANEAN & EUROPEAN GROCERY,8601 BLONDO ST,EXCELLENT,10/29/2018,MEDIUM
MEDITERRANIAN BISTRO,1712 N 120 ST,STANDARD,9/28/2018,HIGH
Mega Saver,3223 N 108th ST,STANDARD,2/8/2018,MEDIUM
Mega Saver,1357 NW Radial HWY,STANDARD,10/23/2018,MEDIUM
Mega Saver,5101 S 24th ST,FAIR,11/16/2018,LOW
Mega Saver Mart,8540 Blondo ST,STANDARD,1/14/2019,HIGH
Mega Saver Mart,1910 N 144th ST,STANDARD,1/8/2019,HIGH
MEKONG MARKET,3068 Q ST,FAIR,11/28/2018,HIGH
MENARDS,7337 L ST,EXCELLENT,12/31/2018,LOW
MENARDS,708 N 120 ST,EXCELLENT,5/3/2018,LOW
MENARDS,750 N 205 AVE,EXCELLENT,10/19/2018,LOW
MERCURY,329 S 16 ST STE 3,STANDARD,10/1/2018,HIGH
METHODIST WOMENS HOSPITAL,707 N 190 PLZ,SUPERIOR,1/3/2019,HIGH
Metropolitan CC Bookstore-Ft. Omaha #140, 5300 N 30th St  Bldg 23 ,EXCELLENT,4/30/2018,MEDIUM
Metropolitan Community College,5730 N 30TH ST BLDG 22,EXCELLENT,5/29/2018,MEDIUM
MICHAEL'S AT THE MARKET,1102 HARNEY ST,STANDARD,8/20/2018,HIGH
Mid America Center,  1 Arena Way Council Bluffs ,STANDARD,,MEDIUM
Mid Day Meals Inc.,2647 S 159th PL,EXCELLENT,12/20/2018,HIGH
MIDTOWN GAS,1349 PARK AVE,STANDARD,11/8/2018,LOW
Midtown Gas & Grocery,1222 S 24th St,STANDARD,1/14/2019,LOW
Midtown Gas & Grocery,2302 S 13th St,STANDARD,1/14/2019,MEDIUM
Midtown Reality Coffee,1416 N Saddle Creek Rd,EXCELLENT,2/2/2018,LOW
Midwest Oriental Foods & Gifts,2920 S 84th ST,EXCELLENT,2/7/2018,MEDIUM
Midwest Surgical Hospital LLC,7915 Farnam DR,EXCELLENT,9/6/2018,HIGH
MILLARD AMERICAN LEGION,13913 S PLZ,STANDARD,9/20/2018,HIGH
Millard Central Jr High,12801 L ST,SUPERIOR,8/15/2018,HIGH
MILLARD DAIRY QUEEN,5071 S 136 ST,EXCELLENT,1/29/2018,MEDIUM
Millard North High (11&12),1010 S 144th,SUPERIOR,8/23/2018,HIGH
Millard North Jr High,2828 S 139th Plz,SUPERIOR,10/16/2018,HIGH
Millard Over 60 Center,2304 S 135th AVE,EXCELLENT,5/30/2018,MEDIUM
Millard Roadhouse Inc,13325 Millard AVE,STANDARD,7/25/2018,HIGH
Millard South High (9&10),14905 Q ST,SUPERIOR,8/22/2018,HIGH
Miller Park Elementary,2758 Ellison AVE,EXCELLENT,9/24/2018,HIGH
Millionaire Minds/Reign Lounge,8919 N 30th St,EXCELLENT,8/25/2017,LOW
MILT'S GOLF CENTER INC.,6402 Q ST,STANDARD,10/17/2017,LOW
MINABELLA BEAUTY RESORT,366 N 114 ST,STANDARD,10/10/2017,LOW
MINI FUNNEL CAKE DONUT EXPRESS,7300 Q ST -RALSTON,EXCELLENT,11/2/2018,MEDIUM
Minne Lusa Elementary,6905 N 28th,EXCELLENT,8/27/2018,HIGH
MINT MASALA,17857 PIERCE ST,STANDARD,2/27/2018,MEDIUM
Miracle Hill Golf & Tennis,1401 N 120th ST,EXCELLENT,11/14/2017,LOW
Mirage Salon & Day Spa,2073 N 120th St,EXCELLENT,4/25/2018,LOW
Mister Toad/Abco Corp,1002 Howard ST,STANDARD,1/18/2018,LOW
Mitch's Pub,5106 N 156th,EXCELLENT,12/13/2018,LOW
Mixins Rolled Ice Cream,1405 Jackson St,STANDARD,9/6/2018,MEDIUM
MJER help LLC, 40 Arena Way #11  Council Bluffs ,STANDARD,,MEDIUM
Mo Joe Cafe - MCC Bookstore,2801 Gomez AVE,FAIR,6/27/2018,MEDIUM
Mobile Grace Café,1611 1/2 Farnam St,EXCELLENT,5/30/2018,MEDIUM
Mockingbird Elementary,9300 Q ST,SUPERIOR,11/15/2018,HIGH
Mockingbird Lanes,4870 S 96th ST,STANDARD,12/18/2018,HIGH
Mode de Vie,120 Regency Pkwy #124,STANDARD,8/23/2018,HIGH
Modern Love,3157 Farnam St,STANDARD,11/30/2018,HIGH
Modern Love,1319 S 50th ST,EXCELLENT,7/10/2018,MEDIUM
Moe & Curly's Pub,2946 N 108th ST,STANDARD,7/24/2018,LOW
Moe & Curly's Pub & Grill,1011 Capitol Ave,STANDARD,10/16/2018,MEDIUM
Mogshaze,2101 Woolworth AVE,EXCELLENT,12/5/2018,HIGH
Mojoe Cafe,829 N 204 ST,STANDARD,3/29/2018,MEDIUM
Molly's Pub,8525 Park Dr,STANDARD,7/26/2018,LOW
Monarch Prime & Bar,316 S 15 ST,STANDARD,1/23/2019,HIGH
Monroe Jr High,5105 Bedford,SUPERIOR,9/28/2018,HIGH
Montclair Elementary,2405 S 138th,SUPERIOR,9/18/2018,HIGH
Moran Westwood Cinema Inc.,2809 S 125th AVE,EXCELLENT,1/31/2018,LOW
Morton Jr High,4606 Terrace DR,EXCELLENT,12/5/2018,HIGH
Mosiac Pickle (Mobile),2851 Capehart RD.,STANDARD,,MEDIUM
Motto McLean Ice Arena,5015 S 45th,EXCELLENT,5/18/2018,LOW
Mouth of the South,7051 Ames Ave,EXCELLENT,10/5/2018,HIGH
M-P MARKET,5921 AMES AVE STE C,FAIR,9/26/2018,HIGH
Mr Ice Cream,801 S Main St,STANDARD,9/6/2018,MEDIUM
Mr. Butts Tobacco & Snacks,5702 S 36th ST,EXCELLENT,11/14/2018,LOW
Mr. Goodcents Subs & Pastas,17676 Welch Plaza Ste 8,EXCELLENT,3/19/2018,MEDIUM
MS Petroleum,5608 Ames Ave,EXCELLENT,1/5/2018,LOW
M's Pub,422 S 11th St,STANDARD,11/30/2018,HIGH
Mt Michael Abbey High,22520 MT MICHAEL RD,EXCELLENT,10/18/2018,HIGH
Mt View Elementary,5322 N 52 ST,EXCELLENT,9/24/2018,HIGH
Mug Life Coffee Lab,2452 Harney ST,EXCELLENT,2/14/2018,MEDIUM
Mula,3932 Farnam ST,EXCELLENT,1/3/2019,HIGH
Murphy Express #8774,9810 Redick AVE,EXCELLENT,5/1/2018,LOW
Murphy Express #8811,4111 S 132nd St,STANDARD,10/4/2017,LOW
Musette Bar,6020 Maple ST,EXCELLENT,9/26/2018,LOW
Mutual of Omaha,3301 DODGE ST PLAZA,EXCELLENT,12/11/2018,HIGH
Muya's Supermarket,5110 S 33rd ST STE F2,STANDARD,1/2/2019,MEDIUM
My Pie Pizza,2085 N 120th ST STE D6,EXCELLENT,12/13/2018,MEDIUM
My Pie Pizza, 1303 S 72nd St,STANDARD,2/14/2018,MEDIUM
My Place,2229 Lake ST,EXCELLENT,7/26/2018,LOW
MY T MART,10707 BLONDO ST,STANDARD,9/18/2018,MEDIUM
MY WAY LOUNGE,2425 N 84 ST,STANDARD,3/8/2018,LOW
Myrtle & Cypress,517 N 33rd St,STANDARD,8/31/2018,MEDIUM
N K Family Asian Market,3040 Ames Ave,STANDARD,1/24/2019,MEDIUM
NAIL BAR, 1846 N 144TH ST OMAHA,EXCELLENT,10/17/2018,LOW
Nalini's Gyros & Burgers,14544 W Center RD,EXCELLENT,10/12/2018,HIGH
Namaste Bazaar,5474 N 90th St,STANDARD,9/26/2018,MEDIUM
Namaste Foods LLC,617 N 114TH ST,STANDARD,9/5/2018,LOW
Nates Stumble Inn,15409 S 2nd ST,STANDARD,12/10/2018,HIGH
Nathan Hale Jr High,6142 Whitmore,STANDARD,11/6/2018,HIGH
Natural Grocers by Vitamin Cottage, 17602 Wright St  Ste 107 ,EXCELLENT,3/12/2018,MEDIUM
Natural Grocers by Vitamin Cottage,7831 Dodge ST,EXCELLENT,5/21/2018,MEDIUM
NBH Grocery,1817 N 33rd St,STANDARD,10/16/2018,HIGH
Nebraska Cafe,42nd & Dewey,EXCELLENT,10/31/2018,HIGH
Nebraska Methodist College Cafe,720 N 87th ST,EXCELLENT,3/1/2018,MEDIUM
Nebraska Methodist Hospital,8303 Dodge,EXCELLENT,12/11/2018,HIGH
Nebraska Orthopedic Hospital,2808 S 143rd Plaza,EXCELLENT,1/16/2019,HIGH
Nebraska Urban Indian Health Coalition,2240 Landon CT,EXCELLENT,6/19/2018,MEDIUM
Neighber's,4689 Leavenworth,STANDARD,2/23/2018,LOW
Neihardt Elementary,15130 Drexell,SUPERIOR,9/19/2018,HIGH
Nelson Mandela Elementary,6316 N 30 ST,SUPERIOR,8/23/2018,HIGH
Nest Lounge,2638 S 158th Plz,STANDARD,11/16/2018,LOW
New Asia Supermarket,4615 S 26th,STANDARD,12/26/2018,HIGH
New China Bowl,17676 Welch Plaza #6,STANDARD,7/30/2018,HIGH
New Day Nutrition,1521 Howard ST,EXCELLENT,3/27/2018,MEDIUM
New Frontier,8516 N 30 ST,STANDARD,3/14/2018,LOW
New Victorian Inn & Suites,10728 L ST,STANDARD,3/19/2018,MEDIUM
New Vision Omaha,1425 N 18th ST,EXCELLENT,11/30/2018,MEDIUM
Newman's Pasta Cafe,2559 S 171st CT,EXCELLENT,11/26/2018,HIGH
Nguyen's Cafeteria,4501 S 36th,STANDARD,12/27/2018,MEDIUM
Nice Noodles,210 S 16th St,EXCELLENT,8/7/2018,HIGH
Nicola's,521 S 13th ST,STANDARD,9/6/2018,HIGH
Nicolosi Café,1928 Leavenworth St,EXCELLENT,1/18/2019,LOW
Nifty Bar,4721 NW Radial HWY,EXCELLENT,4/19/2018,LOW
Nite Hawkes Cafe,4825 N 16th,STANDARD,1/24/2019,HIGH
Nite Owl,3902 Farnam ST,EXCELLENT,9/18/2018,HIGH
No More Empty Cups,1502 S 10th St Ste 100,EXCELLENT,9/4/2018,MEDIUM
No More Empty Pots Food Hub,8501 N 30th St,EXCELLENT,3/2/2018,MEDIUM
No Name Nutrition,2032 N 72nd,EXCELLENT,6/12/2018,LOW
No Name Nutrition Center,14469 W Center RD,EXCELLENT,3/21/2018,MEDIUM
Noahs Event Center,17121 Marcy St,STANDARD,6/29/2018,LOW
NOLI'S PIZZERIA,4001 FARNAM ST,STANDARD,9/26/2018,HIGH
NOODLES & CO,203 S 72 ST,STANDARD,12/20/2018,HIGH
NOODLES & CO,13110 W DODGE RD,STANDARD,3/26/2018,MEDIUM
NOODLES & CO,12414 L ST,EXCELLENT,3/30/2018,MEDIUM
NORMAN ROCKWELL ELEMENTARY,6370 S 140 AVE,SUPERIOR,8/28/2018,HIGH
NORTH HIGH SCHOOL,4410 N 36 ST,EXCELLENT,11/20/2018,HIGH
NORTH SHORE TAVERN,10148 MAPLE ST,STANDARD,1/2/2018,LOW
NORTHERN TOOL & EQUIPMENT,7202 PACIFIC ST,EXCELLENT,9/12/2017,LOW
NORTHWEST SR HIGH,8204 CROWN POINT AVE,EXCELLENT,12/11/2018,HIGH
Nosh Restaurant and Wine Lounge,1006 Dodge St,EXCELLENT,8/10/2018,HIGH
NOSH SENSE,8327 N 30 ST,EXCELLENT,5/11/2018,LOW
NOTHING BUNDT CAKES,2921 S 168 St,STANDARD,12/20/2018,MEDIUM
NOTHING BUNDT CAKES,10347 PACIFIC ST,EXCELLENT,9/7/2018,MEDIUM
NOVA THERAPEUTIC COMMUNITY,8502 MORMON BRIDGE RD,SUPERIOR,1/7/2019,MEDIUM
Novedates Ventura,3173 Leavenworth St,STANDARD,1/16/2019,HIGH
NP Mart,4229 N 60 ST,STANDARD,11/15/2018,LOW
Nuestra Familia Supermercado,3548 Q ST,EXCELLENT,1/22/2019,HIGH
Nuestra Familia Supermercado,1826 Vinton,STANDARD,10/9/2018,HIGH
Nuestra Familia Supermercado #733,2900 Leavenworth,STANDARD,12/17/2018,HIGH
Nuri Event Studio,3623 N 129th St,EXCELLENT,5/29/2018,LOW
O J's Cafe,9201 N 30th,STANDARD,10/18/2018,HIGH
Oak Hills Country Club,12325 Golfing Grn,STANDARD,8/22/2018,HIGH
Oak Valley Elementary,3109 Pedersen,SUPERIOR,10/9/2018,HIGH
Oakdale Elementary,9801 W Center,SUPERIOR,8/23/2018,HIGH
Oasis Falafel,1620 Harney St,STANDARD,10/1/2018,HIGH
Obar,15660 W Center RD,STANDARD,11/14/2018,LOW
Observatory Bar & Grill,14525 W Center Rd,EXCELLENT,10/19/2018,HIGH
Office West Lounge,1266 S 119th CT,EXCELLENT,8/29/2017,LOW
Okinawa Sushi,12240 L St Ste 101,STANDARD,7/30/2018,HIGH
